individual_id,deployment_id,tag_id,study_id,sensor_type_id,individual_local_identifier,tag_local_identifier,individual_taxon_canonical_name,acceleration_x,acceleration_y,acceleration_z,activity_count,comments,external_temperature,gps_satellite_count,ground_speed,gsm_signal_strength,height_above_ellipsoid,import_marked_outlier,location_lat,location_long,tag_voltage,timestamp,event_id,visible
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,814,"STBU02",24.0,,,10,,,7.161983,39.3055,4060.0,2015-12-28 00:01:00.000,1116455697,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,814,"STBU02",24.0,,,10,,,7.162016,39.306983,4060.0,2015-12-28 03:00:00.000,1116455698,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,408,"STBU02",30.0,,,11,,,7.147999,39.3074,4140.0,2015-12-28 06:00:00.000,1116784905,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,408,"STBU02",39.0,,,11,,,7.148066,39.288399,4140.0,2015-12-28 09:00:00.000,1116784906,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,408,"STBU02",35.0,,,11,,,7.166366,39.279799,4140.0,2015-12-28 12:00:00.000,1116784907,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,408,"STBU02",28.0,,,11,,,7.160916,39.290283,4140.0,2015-12-28 15:00:00.000,1116784908,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,284,"STBU02",26.0,,,15,,,7.162716,39.305366,4120.0,2015-12-28 18:00:00.000,1117337594,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,284,"STBU02",24.0,,,15,,,7.164516,39.301016,4120.0,2015-12-28 21:00:00.000,1117337595,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,284,"STBU02",25.0,,,15,,,7.166633,39.303016,4120.0,2015-12-29 00:00:00.000,1117337596,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,284,"STBU02",23.0,,,15,,,7.166616,39.303066,4120.0,2015-12-29 03:00:00.000,1117337597,true
